2893843	20200324173808	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:35:38¹ vendredi par ceux décrit dans les médias, sauf que ce sont des poussées très fortes, des pics, ici accompagnés de poussées très fortes de tension et dimanche constants toute a journée + gorge "qui se ressere" l'après midi jusqu'au soir.
2893844	20200324173827	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:35:49 merci, moi aussi je t'assure ! et ne sortez pas !
2893845	20200324174020	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	si demain soir je ganbade par ici c'est que ça ira bien (et je serais enfin rassuré), à chaque jour sa peine. si demain ok alors ouf, si après demain ok alors ouffffff
2893846	20200324174112	tamere	houplaboom	17:38:08 perte du gout aussi ?
2893847	20200324174116	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	17:32:10 \o/ Humfrhux dh th rhvhhr phurmih nhuh ! \o/ (phnshs ha thusshr dhns tmn cmhdh stp)
2893848	20200324174156	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:41:12 non, ni gout ni odorat (j'ai encoe checké tt à l'heure en allant à la selle) 
2893849	20200324174201	dae	Daemo0on	17:40:20 et quand tu seras immunisé tu pourras ressortir !
2893850	20200324174233	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	j'ai profité de la journée pour tout javéliser, les drps à hautes tempés, nettoyé toutes les poignées, etc etc
2893851	20200324174238	dae	Daemo0on	le mec mange sa merde et s'étonne après d'être malade...
2893852	20200324174325	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:42:38 not bad
2893853	20200324174400	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	quelqu'un a osé poster <a href="https://www.youtube.com/watch?v=EEmz9QdZ7VI">[url]</a> sur le teams corporate :o
2893854	20200324174514	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	17:41:56 tu n'avais rien de meilleur dans ton frigo pour tester ?
2893855	20200324174538	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	un autre que j'ai pas vu ni lu (mais ne lis absolument plus rien des nouvelles depuis samedi : c'est fatiguant et angoissant) c'est ce truc d'un ou deux jours où t'as l'impression d'être guéris. le toubib me l'a confirmé et une collègue aussi : y a plein de gens qui ont dû resortir en se diant "je suis guéri'
2893856	20200324174540	tamere	houplaboom	17:45:14 [:rofl]
2893857	20200324174609	Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0	Obsidian	17:43:25 « Pas mauvais » ? [:uxam]
2893858	20200324174617	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:45:14 y a plein de trucs dans mon frigo, si demain soir ça va je me fais un vrai repas (j'attends la sensation de faim comme un des deux signaux importants)
2893859	20200324174636	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	17:45:38 va falloir créer un nouveau hashtag
2893860	20200324174636	SeeSchloss/2.6.5-git (palmipede; sessions; x-post-id; utf8; Linux 5.5.8-arch1-1 x86_64)	seeschloß	#fortune 17:41:12 17:41:56 17:45:14 
2893861	20200324174706	tamere	houplaboom	17:45:38 je suis pas sur de comprendre , ca arrive quand ce truc ?
2893862	20200324174708	onlineCoinCoin/0.4.6	2PetitsVerres	17:44:00 ça dépend de l'endroit où tu postes exactement /o\
2893863	20200324174721	tamere	houplaboom	17:46:36² il manque 17:42:38 
2893864	20200324174749	onlineCoinCoin/0.4.6	2PetitsVerres	17:44:00 17:47:08 parce que je suis sûr que sur un des sous-channel de l'équipe, ça passe. Si c'est sur un truc de 400 personnes, spa pareil /o\
2893865	20200324174802	Fortunes bot	deeplop	17:46:36 La voilà : <a href="https://dlfp.moul.es/fortunes#fortune-3736">[url]</a>
2893866	20200324174812	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:47:06 au bout de 2 ou 3 jours de maladies ça varie, tu as l'impression d'aller vachement mieux d'un coup, il n' a plus qu'une légère fièvre. 1 ou 2 jous, PAF rebelotte. Donc c'st ua début.
2893867	20200324174815	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	hum évidemment quand je fais un debootsrap avec cette middlebox de merde il échoue à télécharger un paquet sur 4 :/
2893868	20200324174829	SeeSchloss/2.6.5-git (palmipede; sessions; x-post-id; utf8; Linux 5.5.8-arch1-1 x86_64)	seeschloß	17:47:21 j'ai trouvé que c'était pas très drôle
2893869	20200324174845	onlineCoinCoin/0.4.6	2PetitsVerres	17:47:49 cela dit je ne poste pas ce genre de truc, mais si je voulais vraiment, je ferais peut-être ça dans un meeting pas enregistré en partageant la vidéo/son, plutôt que de poster directement dans un truc loggé
2893870	20200324174851	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	17:48:29 merci
2893871	20200324174910	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	17:48:29 han l'irrespect :o
2893872	20200324174944	tamere	houplaboom	17:48:29 moi si /o\
2893873	20200324174956	tamere	houplaboom	17:48:12 ok je vois
2893874	20200324175202	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	17:47:49 c'est plutôt le deuxième cas, c'est animé par le dg france
2893875	20200324175736	dae	Daemo0on	Oups <a href="https://www.bfmtv.com/economie/coronavirus-il-y-a-risque-de-rupture-dans-la-chaine-d-approvisionnement-selon-le-patron-de-systeme-u-1881291.html">[url]</a>
2893876	20200324175955	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	17:57:36 woputain ! vite, faut que j'achète du pq et des pâtes !
2893877	20200324180020	jb3.devnewton.fr	Ysabeau	17:57:36 de l'art consommé du "tirer à la ligne" pour dire deux-trois-trucs :-).
2893879	20200324180112	tamere	houplaboom	17:57:36 ils ont fait un gros chiffre la semaine derniere et rien cette semaine donc ils font allin ?
2893880	20200324180208	dae	Daemo0on	18:01:12 ils ont refait trop de stocks de PQ, il faut que ça parte 
2893881	20200324180252	jb3.devnewton.fr	Joalland	Je suis entrain de créer des issues dans notre forge et de les assigner à mon patron.
2893882	20200324180257	jb3.devnewton.fr	Joalland	Je suis un rebel.
2893885	20200324180559	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	18:02:52 tu aimes te faire des amis !
2893886	20200324180712	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/80.0.3987.149 Safari/537.36	enzo_bricolo	18:02:52 Pourquoi tu bosses toi ? Les stagiaires sont pas censés rester à la maison et se détendre ?
2893887	20200324181012	tamere	houplaboom	greta thunberg probablement coroned
2893888	20200324181219	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	tout le monde chez soi, les chanceux en télétravail, tout le monde ré-apprends à aider son voisin, y a des écolocons qui jubilent. les cons, ils ne voient pas ce qui s'amène
2893889	20200324181349	jb3.devnewton.fr	Joalland	18:07:12 bah je suis en télétravail.
2893890	20200324181414	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	roo putain ma banque m'invite à une "conférence audio sur les marchés" dans 2j, si ma banque invite des pauvres comme moi c'est que ça doit être grave, heureusement que mes comptes sont vides car je pourrais les vider en ce moment sinon ...
2893891	20200324181435	Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Falkon/3.1.0 Chrome/73.0.3683.105 Safari/537.36	tankey	+pas (pourrais pas)
2893893	20200324182308	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	il n'y a plus *rien* d'ouvert [:totoz]
2893894	20200324182316	jb3.devnewton.fr	thoasm	<a href="https://twitter.com/pierrekerner/status/1029687148256133120">[url]</a> choupisson, c’est mignon
2893895	20200324182343	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	c'est quoi les nouvelles directives ? les commerces n'ont le droit d'ouvrir que le matin ?
2893896	20200324182427	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	heureusement qu'il y avait ce javanais sur la route sinon j'aurais rien eu
2893897	20200324182507	jb3.devnewton.fr	Joalland	Vous payez combien de frais et/ou assurances bancaires par an ? là ils me disent 78€ ! j'en ai gros !
2893898	20200324182514	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:23:43 pas que je sache, mais beaucoup de commerçants semblent faire ce choix car il n'ont quasiment personne l'après-midi
2893899	20200324182551	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:24:27 tu vas le cuisiner comment ? au micro-ondes avec les bananes ?
2893900	20200324182709	Mozilla/5.0 (X11; Fedora; Linux x86_64; rv:74.0) Gecko/20100101 Firefox/74.0	Obsidian	Je me demande combien y aura encore de candidats au voyage vers Mars après le confinement…
2893901	20200324182719	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	"- bonjour" "- bonjour" "- il vous reste quoi ?" "- ben on a du nassi, du glonko, du glangeudeukeuf, du dabalimitrikougnouk, du klougodoubitchou, du..." "- euh... ok. ben euh, je vais vais prendre un truc bien consistant" "- le nassi ?" "- euh...oui. avec une salade de fruits et une bouteille d'eau svp." "- voilà 11 euros 50"
2893902	20200324182808	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:23:16 c'est moins mignon qu'une coccimule 
2893903	20200324182816	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	"- bonjour monsieur eingousef c'est la télé alors vous avez acheté quoi aujourd'hui ?" "- j'en sais rien j'ai pris n'importe quoi :o "
2893904	20200324182844	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:27:09 seulement les survivants :o
2893905	20200324182933	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	18:28:08 c'est une chaussure ça non ?
2893906	20200324182936	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:28:16 mwarf 
2893907	20200324183002	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	18:27:19 "- vous voulez du piment avec ?" "- NON"
2893908	20200324183107	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:29:33 mais n'importe quoi ! <a href="http://kadreg.free.fr/perso/moules/coccilimule">[url]</a> 
2893909	20200324183554	jb3.devnewton.fr	thoasm	18:30:02 qu’est ce que tu as contre ton cousin Solanaceae ?
2893910	20200324183628	jb3.devnewton.fr	Joalland	ne vous battez surtout pas pour répondre à 18:25:07 
2893911	20200324183636	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:30:02 allez, juste un petit piment vert inoffensif...
2893912	20200324183650	jb3.devnewton.fr	Joalland	18:30:02 petite nature.
2893913	20200324183743	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:25:07 je ne sais pas, mais en tout cas, CERTICODE PLUS, c'est gratuit
2893914	20200324183855	jb3.devnewton.fr	Ysabeau	18:37:43 on n'avait pas dit qu'il ne fallait plus parler de CERTICODE PLUS ?
2893915	20200324184046	Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:74.0) Gecko/20100101 Firefox/74.0	h5n1	18:38:55 oups :o
2893916	20200324184439	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	_kaos_	Euh <a href="https://hitek.fr/42/en-pleine-reunion-teletravail-oubli-couper-camera-toilettes_7598">[url]</a>
2893917	20200324184653	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	*burp*
2893918	20200324184709	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	hé ben putain le javanais c'est pas dégueu
2893919	20200324184814	normal !	Single	Ciel, une tomate carnivore !
2893920	20200324184834	Mozilla/5.0 (X11; Linux x86_64; rv:68.0) Gecko/20100101 Firefox/68.0	eingousef	18:23:16 <i>Le bébé hérisson est déjà capable de se mettre en boule</i> arf comme zenitram
2893921	20200324185016	Mozilla/5.0 (Linux; U; Android 6.0.1; ASUS_Z00LD Build/MMB29P; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/55.0.2883.91 Mobile Safari/537.36 OPR/32.0.2254.122976	ffx	18:47:09 essaie le louchebem demain
2893922	20200324185305	olcc/dev	slyce	Il y a une version json de la tribune ?
2893923	20200324185356	jb3.devnewton.fr	thoasm	<a href="https://twitter.com/JuhanaIF/status/1242486856035512322">[url]</a> oh tupain le dilemne moral !
2893924	20200324185425	normal !	Single	<a href="https://angers.maville.com/actu/actudet_-maine-et-loire.-ouverts-ou-fermes-la-situation-des-marches-alimentaires-dans-votre-commune_loc-4050494_actu.Htm">[url]</a> <i>"Angers. Les seize marchés de la ville vont fermer. "</i> Oh les cons... Samedi dernier je suis allé au marché, c'était calme, les gens respectaient bien les distances de sécurité, avec les vendeurs seuls qui touchaient la marchandise. En supprimant les marchés, les gens vont se retrouver concentrés danns les magasins et supermarchés, avec en plus des andouilles qui tripotent tous les fruits pour les choisir :-/
2893925	20200324185458	jb3.devnewton.fr	Ysabeau	18:48:34 perso, je veux bien adopter un hérisson au besoin mais faut pas compter sur moi pour un zenitram, c'est ferme et définitif.
2893926	20200324185506	DeePlop (\o/ 3)	deeplop	 zénithal, il est écrivain public et celui-ci le ciel ?
2893927	20200324185520	jb3.devnewton.fr	Ysabeau	18:47:09 tu découvres ?
